RES_ID,RESPONSE,LABEL
TRA1,"Peradaban-peradaban banyak berada di pinggir sungai karena : - Sungai merupakan sumber air (sumber kehidupan) bagi masyarakat - Sungai merupakan prasarana bagi masyarakat saat itu untuk dapat berhubungan atau berinteraksi dengan masyarakat lainnya - Sungai dipercaya sebagai tempat kemunculan dewa-dewa di peradaban tersebut - Daerah di pinggir sungai merupakan daerah yang subur sehingga memudahkan masyarakat untuk bercocok tanam. Keuntungan : - Mendapat sumber kehidupan seperti air, makanan, dengan mudah - Memudahkan sarana prasarana - Karna tanah yang subur, dapat membantu masyarakat bercocok tanam dengan mudah - Adanya minoritas kreatif pada masyarakat Kekurangan : - Membangun rumah yang dekat dengan sungai bisa runtuh sewaktu-waktu karena adanya pengikisan tanah - Jika ada banjir, maka yang tinggal didekat sungai juga akan ikut terdampak - Jika bermain di pinggir sungai bisa saja hanyut karena arus sungai yang deras",1
TRA2,"Karena air adalah sumber kehidupan. Sungai memberikan kehidupan kepada manusia, air sungai menumbuhkan tanaman untuk pangan peradaban ataupun kehidupan jual beli (Ekonomi). Air juga menghidupi ternak peradaban. Air sendiri adalah sumber kehidupan manusia (makan, mandi, bersih-bersih). Air juga merupakan jalur transportasi, oleh karena itu peradaban besar di dunia terletak di pinggir sungai. Banyak makanan juga bisa ditemukan dari sungai. Kerugiannya adalah, sungai bisa banjir, bila banjir terjadi, baik panen, ternak, & rumah, semua akan tersapu.",0
TRA3,"- kelebihan ; kelebihan dari peradaban yang di dekat sungai adalah mudah untuk mendapatkan sumber air, dan mudah mendapatkan sumber makanan dari sungai, contohnya seperti sungai sungai - kelemahan : jika sedang musim kemarau sungai bisa saja kering, dan jika pada musim hujan sungai bisa saja menguap dan membanjiri kota-kota yang berada di pinggiran sungai.",0
TRA4,"mudah mendapatkan air karena air bagian dari sumber kehidupan dan peradaban peradaban kuno masih bergantung atau mengandalkan alam Keuntungan : menghindari serangan bintang buas,dekat dengan sumber mata air,alat transportasi dari jalur air Kerugian : bencana jika ada sebuah ombak atau arus yang kencang orang orang dari peradaban peradaban dapat terbawa arus",0
TRA5,"karena sungai merupakan prasarana bagi masyarakat saat iru untuk dapat berhubungan atau berinteraksi dengan masyarakat lainnya, selain itu peran sungai sebagai sumber air bagi kehidupan masyarakat. keuntungan = dekat dengan sumber air kekurangan = banjir",0
TRA6,dikarenakan untuk dapat bisa berinteraksi dengan manusia purba satu sama lain juga meyediakan kebutuhan air yang berkecukupan. kerugian -banyak hewan buas keuntungsn -menyediakan sumber makanan/minuman,0
TRA7,Karena Sungai merupakan prasarana bagi masyarakat saat itu dan agar dapat berinteraksi/berhubungan dengan masyarakat lainnya. Dan sungai juga dapat dimanfaatkan masyarakat sebagai penyedia kebutuhan air,0
TRA8,"Sebagai sumber kehidupan (mencari makanan). Terlebih lagi karena berada di pinggiran sungai, mereka banyak membangun seperti lahan pertanian karena air yang didapat pun subur sehingga hasil tani mereka pun segar. Dan sungai pun menyediakan kebutuhan air yang cukup Selain itu, sungai juga menjadi prasarana bagi masyarakat untuk bisa berhubungan atau berinteraksi dengan masyarakat lainnya.",0
TRA9,"Karena waktu zaman dahulu sungai adalah sebagai salah satu sumber kehidupan utama, menyediakan air,makanan, dan juga di sungai mereka bisa melakukan banyak aktifitas kegiatan. Keuntungan : - Terdapat banyak air dan juga makanan yang mereka bisa manfaatkan dalam kehidupan sehari - hari Kerugian : - Ada kemungkinan bisa terkena banjir dan merugikan warga setempat baik dari segi makanan dll",0
TRA10,"Peradaban- peradaban besar di dunia sering kali ditemukan terletak di dekat sungai. Hal ini karena manusia purba menggunakan sungai sebagai prasarana untuk berkomunikasi, melakukan aktivitas air seperti minum mandi dan makan. Keuntungannya adalah lokasi dekat dengan sungai yang berfungsi untuk kehidupan, tanahnya juga subur. Kekurangannya adalah rawan banjir.",0
TRA11,Karena Sungai merupakan Prasarana Masyarakat pada peradaban peradaban besar di dunia. Keuntungannya : Sumber mata air tak terbatas Kehidupannya tergantung pada sungai Banyak ikan yang bisa ditangkap Banyak hewan lain yang bisa diburu karena terkadanag mereka datang kesungai untuk minum Kebutuhan air sebagai air minum tercukupi. Kekurangan : Jika sungai tersebut sudah terkena polusi maka sumber kehidupan mereka akan hilang dan bisa dikatakan mereka harus mencari tempat lain atau tetap tinggal tetapi harus benar2 berjuang mencari air bersih,1
TRA12,"keuntungan hidup dipinggir sungai yaitu mudah mencari sumber dari pencaharian juga dapat menjadi berkah dengan adanya tangan-tangan minoritas tapi kreatif, kekurangannya jika tidak adanya campur tangan dari minoritas maka sungai akan menjadi malapetaka contohnya banjir dll",0
TRA13,"karna sungai merupakan sumber kehidupan bagi suatu peradaban sungai merupakan prasarana bagi masyarakat saat itu untuk dapat berhubungan atau berinteraksi dengan masyarakat lainnya. Selain itu, peran sungai sebagai sumber air sangat vital bagi kehidupan masyarakat.",0
TRA14,"Banyak peradaban - peradaban yang ada di dekat sungai, hal ini dikarenakan pada masa itu sungai adalah harapan ataupun titik acuan tempat manusia hidup, manusia hidup secara nomaden dan sungai diyakini bisa mendukung manusia untuk bertahan hidup. Dalam hal ini ada yang dinamakan minority creative, atau kreatif minoritas yang merupakan masyarakat / orang - orang yang membuat sungai menjadi beekah dan manfaat. Karena sungai bisa menjadi kawan dan lawan. Tapi dengan adany minoritas kreatif maka sungai bisa membawa berkah, makanan, bahkan mata pencaharian Ada keuntungan dan kekurangan peradaban di dekat sungai. •ã€‹Keuntungan : - manusia bisa makan dengan enak dan kenyang di pinggir sungai karena banyak sumber daya alam yang dapat dimakan. - Masyarakat memiliki tanah yang bisa ditanami apa saja karena tanah di dekat sungai afalah tanah yang subur. - Sanitasi yang dimiliki oleh suatu peradaban pasti baik, karena berada di dekat sungai. •ã€‹Kekurangan : - Rawan dan sering mengalami banjir - Jikalau banjir melanda dapay membawa luapan lumpur",1
TRA15,"karena peradaban akan maju apabila dekat dengan aliran sungai, sungai adalah penunjang kehidupan. dan peradaban artinya banyak manusia dan kegiatan di dalamnya, yang artinya membutuhkan banyak air dalam aktivitasnya. sungai di dekat peradaban memiliki fungsi sebagai air minum, kegiatan mandi, saluran irigasi sawah/kebun, tempat ibadah dan banyak lagi. bayangkan suatu peradaban tanpa air akan kesulitan untuk menjalankan aktivitas. dibalik keuntungan itu terdapat pula kerugian karena jika air meluap akan membuat banjir daerah sekitarnya. Jadi itu alasan mengapa peradaban maju berada di dekat sungai.",1
TRA16,Keuntungan peradaban yang ada di pinggir sungai : Supaya membuat tanah menjadi subur untuk seluruh daerah yang berada di wilayah sungai. Berguna sebagai sarana irigasi dari area sungai yang berguna untuk pertanian. Berguna untuk sarana transportasi pada kegiatan perdagangan dan perhubungan. Kekurangan peradaban yang ada di pinggir sungai : Kehidupan manusia nya hanya bergantung pada sungai. Biasanya di wilayah sungai memiliki mitos yang mengerikan.,1
