RES_ID,RESPONSE,LABEL
TRA1,"Peranan saddam Hussein dan Goeorge W bush dalam perang teluk II salah satu adalah adanya tuduhan terhadap Saddam Hussein memegang senjata pemusnah masal pada 20 maret 2003. tujuan George W Bush untuk menyerang Irak dalam Perang Teluk dikarenakan adanya rencana untuk melucuti senjata Irak, membebaskan rakyatny dan dunia dari bahaya besar, itu dalih yang dikemukakan Bush kepada warga AS. Pada hari itu juga, atas perintahnya, pasukan koalisi mulai menyerbu, menginvasi Irak. Alasan utama terlibatnya Amerika Serikat dan Sekutunya dalam Perang Teluk II adalah karena kepentingan ekonomi. Pasalnya, AS memiliki kerja sama dengan beberapa negara di Timur Tengah maupun Persia terkait pengadaan minyak.",1
TRA2,AS ikut campur karena AS memiliki kerjasama dengan beberapa negara di timur tengah. AS menginvasi irak karena mereka ingin merampas senjata irak untuk membebaskan rakyat nya dari bahaya,0
TRA3,"Amerika Seritkat ikut campur dalam perang teluk kedua karena ekonomi, Amerika memiliki kerjasama dengan beberapa negara di timur tengah terkait komoditi minyak. Juga Amerika Serikat menginvasi Irak karena mereka ingin merampas senjata dari Irak untuk membebaskan rakyat dan dunia dari bahaya. Disana Amerika tidak memihak Irak dikarenakan Irak yang dekat dengan beberapa negara komunis.",1
TRA4,"Dikatakan bahwa Amerika Serikat ikut campur dalam Perang Teluk kedua karena masalah ekonomi. Amerika Serikat bekerja sama dengan beberapa negara di Timur Tengah dalam komoditas minyak. Selain itu, Amerika Serikat menginvasi Irak karena ingin merebut senjata Irak untuk melepaskan kepentingan mereka. Rakyat dan dunia jauh dari bahaya Amerika Serikat juga merupakan Irak yang adil karena Irak dekat dengan beberapa negara komunis.",0
TRA5,"Hafez al Assad yang merupakan orang yang mengadakan pembicaraan dengan kuwait dan juga Mesir Saddam Husein yang merupakan pemimpin irak saat itu Amerika Serikat ikut dalam perang teluk dan memihak kepada Kuwait adalah karena Kuwait meminta bantuan kepada negara-negara tetangga dan salah satunya adalah AS. AS membantu kuwait adalah karena ada kepentingan ekonomi, AS itu memiliki kerjasama dengan beberapa negara di Timur Tengah yang berhubungan dengan minyak. Dengan adanya penyerangan Irak terhadap Kuwait maka akan berdampak pula bagi AS karena kemungkinan akan mengganggu pasokan minyak dunia. AS lebih memihak kepada Kuwait adalah karena Irak dekat dengan negara-negara komunis, Irak juga mendukung Palestina pada saat konflik engan Israel maka dari itu Amerika Serikat tidak suka kepada Irak.",1
TRA6,"foto tersebut adalah mantan presiden amerika Georgw W Bush dan mantan presiden irak Saddam Hussein. perang teluk sendiri bermula ketika Saddam Husein memiliki ambisi untuk menguasai minyak di tanah Arab dan ingin menggeser mesir sebagai pemimpin Arab, selain itu presiden Saddam Husein juga mengancam amerika dan sekutunya di arab sehingga amerika ikut campur dalam perang teluk.",1
TRA7,"Dilahirkan dari lingkungan yang keras membuat Saddam Husein tumbuh menjadi anak berwatak keras. Sejak kecil Saddam -sapaannya- terbiasa dengan berbagai bentrokan dan kejahatan yang ada di sekitarnya. Ia seringkali membawa senjata setiap kali keluar rumah. Kehidupan miskin dan keras membuat pria kelahiran 28 April 1937 ini bergabung dengan komplotan preman yang ada di daerahnya. Ia terbiasa berkelahi dan melakukan bentrokan sejak usianya menginjak umur 16 tahun. Ia bahkan sempat melakukan pembunuhan pada salah seorang rival pamannya yang kala itu menjabat sebagai perwira Irak dan pejuang persatuan Arab. Sejak usia 19 tahun, ia sudah bergabung dengan Partai Sosialis Ba'ath dan berencana untuk menumbangkan sistem pemerintahan monarki yang berkuasa saat itu. Semula nama Saddam tidak banyak dikenal oleh khalayak ramai. Namanya baru terkenal ketika pada tahun 1959 Saddam terlibat dalam kasus usaha pembunuhan Perdana Menteri Irak, Abdul Karim Kasim. Saat itu ia tertembak pada bagian kaki dan melarikan diri menuju Mesir dan Suriah. Selama di Mesir Saddam menyelesaikan studinya di Universitas Kairo untuk meraih gelar sarjana sebelum akhirnya mengambil master di Universitas Baghdad pada tahun 1971. Sebelumnya, pada tahun 1968 Saddam sempat kembali ke Irak setelah ia mendapatkan kabar bahwa partainya memegang kendali di negeri itu. Namun, saat itu, kekuasan partainya hanya sebentar saja. Partai Ba'ath berhasil digulingkan pemerintah dan Saddam dijebloskan ke penjara. Sebentar saja suami dari Sajida Talfah ini dibui, karena di tahun yang sama partainya kembali merajai negeri di bawah kepemimpinan sepupunya, Hasan al-Bakr. Di tahun itu, mereka melakukan kudeta terhadap presiden Irak, Abdul Rahman Arif. Dalam upayanya, mereka berhasil menaklukan Abdul Rahman Arif dan menduduki pemerintahan dipimpin oleh Hasan al-Bakr sebagai presiden baru Irak. Sedangkan Saddam diangkat sebagai wakil presiden dan Kepala Dewan Komando Revolusioner Irak. Selama menjabat sebagai wakil presiden, Saddam dikenal otoriter dan berkuasa melebihi sepupunya, Hasan. Ia banyak melakukan aksi represif terhadap rakyat Irak dan mulai membangun jaringan polisi rahasia serta menyingkirkan pihak-pihak yang tidak tunduk padanya. Lambat laun, ayah dari lima orang anak ini mulai menguasai pemerintahan dan berhasil menyingkirkan Hasan al-Bakr. Ia menggantikan posisi Hasan sebagai presiden yang mulai berkuasa pada tahun 1979. Selama kepemimpinannya menjadi presiden, Saddam banyak melakukan tindak-tindak kekerasan yang semakin merugikan rakyat melalui perang teluk dan perang antara Irak-Iran dimana rakyat kecil menjadi korban keotoriterannya. Ia memulai perang antara Irak-Iran ketika ia menginvasi Iran pada tahun 1980. Saat itu, kepemimpinan Shah Pahlevi yang merupakan boneka mainan Amerika Serikat baru saja digulungkan rakyatnya dan jabatannya digantikan oleh Ayatollah Khomaeni. Latar belakang inilah yang menyebabkan pecahnya Perang Teluk I yang rupanya didalangi oleh negara Adi Daya, Amerika Serikat. Sebelumnya, Iran merupakan negara penghasil minyak yang dikendalikan oleh Amerika Serikat. Namun, ketika Pahlevi digulingkan rakyatnya, Amerika tak lagi bebas ""menjajah"" salah satu negara penghasil minyak terbesar di dunia tersebut. Sehingga, Amerika memanfaatkan hubungan bilateralnya dengan Irak yang sudah terjalin sejak tahun 1959 untuk menginvasi Iran. Amerika memberikan bantuan senjata dan dana pada Irak guna melumpuhkan Iran. Di Perang Teluk I tersebut, Saddam berhasil membunuh ratusan ribu rakyat Iran dalam kurun waktu delapan tahun. Tak hanya itu, ia juga berhasil ""memiskinkan"" Iran dalam waktu sekejap saja. Iran banyak mengalami ketertinggalan pembangunan dan banyak kerugian material yang diderita. Meski tampak berhasil menumbangkan Iran dalam kurun waktu delapan tahun, namun berkat perlindungan dan pertolongan Tuhan serta kegigihan bangsa Iran dalam membela tanah air mereka, Irak yang ditopang Amerika Serikat dan berbagai negara barat lain berhasil dipukul mundur oleh Iran. Irak mengalami kekalahan dan sama merasakan rugi akibat perang tersebut. Ia banyak kehilangan tentara dan perekonomian negaranya pun terpuruk. Setelah kalah dengan kondisi negara semakin memprihatinkan, Saddam berencana untuk menginvasi Kuwait dengan tuduhan pencurian minyak di wilayah sengketa pada tahun 1990. Amerika Serikat yang mengetahui hal ini dengan sigap mendorong upaya Irak dalam invasi tersebut. Namun, selagi gencar-gencarnya Irak melawan Kuwait, Amerika malah berbalik mendukung Kuwait dengan alasan Kuwait adalah negara importir minyak ke negara-negara barat, khususnya Amerika. Perang ini dikenal dengan sebutanPerang Teluk II. Situasi ini membuat Saddam terjepit dengan kondisi rakyatnya yang mulai memberontak akan sikapnya yang merupakan sikap seorang dikatator sejati. Dalam kondisi ini Saddam melakukan konspirasi pada Amerika Serikat untuk menghentikan serangan, sementara dirinya berkonsentrasi meredam amarah dan gejolak yang ditimbulkan rakyatnya. Bukan dengan mudah Saddam meredam rakyatnya ketika tak lama kemudian Amerika mengumumkan secara serempak pada dunia untuk mengembargo Irak. Tentu saja, rakyat Irak dalam hal ini semakin menderita akibat kurangnya persenjataan, makanan, serta obat-obatan. Dalam kurun waktu dua belas tahun rakyat harus menahan gejolak amarahnya dengan perut melilit dan kondisi kesehatan yang memprihatinkan. Belum sempat mereka bernapas lega, tentara Amerika berduyun-duyun memasuki wilayah Irak dengan dalih akan menggulingkan Saddam. Pada tahun 2003, Saddam memang benar terguling. Kepemimpinannya telah digantikan oleh Coalition Provisional Authority. Berkat keotoriteran, keserakahan, serta kejahatannya terhadap manusia dalam memimpin negara selama 24 tahun, Saddam diganjar hukuman gantung oleh hakim Rauf Rasheed Abdel Rahman. Hukuman ini dilakukan tiga tahun berikutnya setelah Mahkamah Agung memerintahkan untuk segera melaksanakan vonis yang telah dijatuhkan. Akhirnya, Saddam diekskusi pada tanggal 30 Desember 2006.",1
TRA8,"AS ikut campur dalam perang Teluk II tidak lain untuk kepentingan ekonomi karena Amerika Serikat memiliki kerjasama dengan beberapa negara di Timur Tengah mengenai perdagangan minyak, dimana Perang Teluk sendiri dipicu oleh perkara minyak dan utang Irak serta invasiIrak terhadap Kuwait yang membuat perang tersebut menjadi ancaman bagi Amerika Serikat karena takut menganggu pasokan minyak ke negaranya serta dunia dan pada perang Amerika Serikat lebih memihak kepada Kuwait karena negara Irak lebih dekat dengan negara komunis",1
TRA9,"Alasan Amerika Ikut campur dalam perang teluk 2 ini sebenarnya karena ada niat terselubung, pasalnya Amerika Serikat mempunyai kepentingan ekonomi dimana Amerika menjalin kerjasama dengan negara di Timur tengah maupun persia terkait pengadaan minyak.",0
TRA10,"Dikatakan bahwa Amerika Serikat ikut campur dalam perang teluk kedua karena masalah ekononi amerika meniliki kerjasama dengan beberapa negara di timur tengah terkait komoditi minyak, selain itu, merika serikat menginvasi irak karena mereka ingin merampas senjata Irak untuk membebaskan rakyatnya dan dunia dari bahaya Amerika juga tidak memihak Irak karena irak dekat dengan beberapa negara komunis.",1
