RES_ID,RESPONSE,LABEL
TRA126,"marie antoinette hidup foya foya dan hidupnya mewah menggunakan uang rakyat dan uang kas Perancis semakin menipis, akhirnya terjadi krisis ekononi",0
TRA127,Pengaruh tokoh tersebut dalam ekonomi adalah ekonomi di Perancis tidak stabil tokoh tersebut tidak peduli dengan rakyat.,0
TRA128,Maria antoinette dijuluki Madame Defisiit memiliki hidup yang boros dan dijuluki pemboros karena dia membeli atau mengeluarkan uang sebuah perhiasan disaat perancis mengalami krisis keuangan,0
TRA129,"Foto diatas adalah Marie Antoinette, adalah permaisuri Raja Louis XVII. Kehidupannya sangatlah despotis, hidup boros, dan mewah. Rakyat dipaksa untuk membayar berbagai pajak yang sangat memberatkan seperti pajak tanah, pajak garam, pajak anggur dan lain lain, bahkan masih dibebani berbagai kewajiban, dimana semua itu untuk memenuhi kehidupan mewah permaisuri Raja Louis XVII. Kehidupan boros permaisuri dan keluarga bangsawan tersebut menyebabkan perekonomian Perancis sangat menurun, ditambah lagi kegagalan panen karena iklim sehingga makin membuat perekonomian Perancis jatuh.",1
TRA130,"Tokoh tersebut adalah marie antoinette. beliau adalah sosok yang hedon bahkan dalam situasi krisis ekonomi prancis, beliau tetap melakukan pemborosan yang menggunakan uang rakyat sehingga ekonomi prancis semakin devisit dan terjadi kekacauan",0
TRA131,"negara ini memang sudah mengalami masalah keuangan yang sangat parah ketika Marie Antoniette dan suaminya, Louis XVI naik tahta.",0
TRA132,dia menghabiskan banyak uang untuk kemewahan dan perjudian saat prancis tengah menghadapi krisis ekonomi.,0
TRA133,"negara ini memang sudah mengalami masalah keuangan yang sangat parah ketika Marie Antoniette dan suaminya, Louis XVI naik tahta.",0
TRA134,selama revolusi Marie Antoinette memiliki peran didalam masalah ekonomi di Prancis karena krisis keuangan yang terjadi di Perancis disebabkan oleh gaya hidupnya yang boros. Pengeluaran yang mewah dan penentangannya terhadap reformasi sosial menjadi pemicu utamanya.,0
TRA135,"Pengaruh tokoh di atas terhadap masalah ekonomi yang muncul di Perancis adalah tokoh tersebut yaitu Marie Antoinette,pengaruhnya terhadap masalah ekonomi di Perancis ia membuat Perancis menjadi krisis keuangan dikarenakan gaya hidupnya yang boros,pengeluaran Marie selalu besar karena membeli barang-barang mewah dan ia juga menentang reformasi sosial",1
