RES_ID,RESPONSE,LABEL
TRA1,"Kisah mitodologi atau mitos kisah berdirinya peradaban Roma atau Romawi kuno adalah dalam legenda kisah Remus dan Romulus. Dalam kisah mitos tersebut, Remus dan Romulus dipercaya sebagai anak kembar yang dilahirkan oleh Rhea Silvia. Rhea Silvia dipercaya sebagai seorang putri raja Numitor yang diasingkan, karena suatu permasalahan. Lalu Rhea Silvia tiba - tiba mengandung dan melahirkan anak kembar di tempat pengasingannya saat itu. Rhea Silvia mengaku bahwa anak kembar ini merupakan hasil perkawinan antara Rhea Silvia dan Dewa Mars atau dewa perang (Dewa Mars adalah 1 dari 3 dewa penting di masyarakat Romawi yang mereka sembah). Tetapi pada saat Rhea Silvia beecerita mengenai kisah kehamilannya hingga saat ini memiliki bayi kembar, sang raja tidak mempercayai cerita tersebut dan ia memerintahkan prajuritnya untuk menghanyutkan Rhea Silvia dan putra kembarnya ke sungai. Bayi yang dihanyutkan ke sungai ini kemudian ditemukan dan diselamatkan oleh serigala betina. Saat serigala itu menemukan anak kembar itu, mereka dalam keadaan yang sehat dan seperti bayi yang tidak hanyut di sungai tapi bayi yang diurus dengan baik. Lalu serigala ini membawa bayi kembar ke dalam gua tempat tinggalnya. Serigalalah yang menyelamatkan dan mengurus bayi kembar ini, dikisahkan dia menyusui bayi kembar itu dan juga mengurusnya. Suatu kali ada seorang petani yang melewati gua itu lalu petani itu memberi nama bayi kembar itu, Remus dan Romulus. Saat mereka sudah besar, suatu hari Remus berencana mencuri, tapi Romulus menolak dengan alasan takut tertangkap. Tetapi pada akhirnya Romulus pergi mencuri domba bersama Remus di pertenakan kota. Tapi mereka berdua tertangkap, namun sang raja yang memerintah adalah sang ayah dari Rhea Silvia alias Kakek mereka, karena sang raja mengetahui itu cucu mereka, lalu sang kakek meminta mereka untuk menentukan siapa yang akan menduduki takhta kerajaan sebagai pengganti sang kakek. Mereka pun bersaing, mereka sampai berkelahi dan melakukan perang yang hebat. Remus berhasil dibunuh oleh Romulus, karena keberhasilannya membunuh Remus, Romuluslah yang memerintah dan duduk di atas takhta kerajaan mengganti kakeknya. Oleh sebab itu, dinamakan kota Roma yang kita kenal saat ini, yang berasal dari nama Romulus.",1
TRA2,"Orang Romawi adalah keturunan dari Aeneas, pangeran Troya yg selamat kabur dari perang Troya ke Italia. Aeneas membuat keturunan & komunitas sendiri di sana. Aeneas kembali ke Roma & melanjutkan keturunan di sana. Suatu hari, raja mereka Numitor digulingkan tahktanya oleh Amulius. Numitor mempunyai seorang putri bernama Rhea Silva yg kawin dengan Dewa Mars. Rhea melahirkan anak kembar yaitu Romulus & Remus. Romulus & Remus dianggap sebagai setengah dewa. Amulius takut Romulus & Remus akan merebut tahkta, oleh krn itu dia menelenggelamkan Romulus & Remus di Sungai Tiber, namun anak kembar ini diselamatkan oleh seekor serigala. Mereka pun dibesarkan oleh serigala tersebut. Mereka kemudian kembali ke kerajaan & mengembalikan tahkta Numitor. Setelah Numitor meninggal, terjadi konflik diantara kembar, mereka berdebat tentang siapa yang berhak mewarisi tahkta. Romulus lalu membunuh Remus & otomatis menjadi raja. Oleh karena itu, perdaban Romawi bernama ""Roma"", diambil dari nama Romulus .",1
TRA3,"Remus dan Romulus adalah mitologi Romawi dahulu, mereka dipelihara oleh seekor serigala hingga mereka remaja. dan pada saat remaja mereka mengatahui darimana asal usul mereka. lalu",0
TRA4,besarnya perkembangan peradaban peradaban yang dibuat dari zaman romawi kuno ke seluruh dunia dari perkembangan politik dan semua perkembangan lainnya,0
TRA5,"Romulus dan Remus merupakan anak dari keturunan raja Numitor, raja yang dibunuh Raja Amulius untuk menempati tahta sebagai raja Amulius. Romulus dan Remus adalah pemegang hak raja, setelah lahir Romulus dan Remus dibuang di sungai Tiber dengan penuh darah (karena baru saja lahir) dengan harapan kedua bayi tersebut akan mati dimakan hewan kelaparan. Namun kedua bayi tersebut tidak mati, karena ada seekor serigala yang ingin memiliki anak dan melihat kedua bayi tersebut ada di dalam jinjingan untuk membawa makanan, dan akhirnya serigala tersebut mengambil nya dan di bawa pulang kerumah dan menyusuinya. Serigala tersebut membesarkan Romulus dan Remus sampai mereka berdua bisa menjaga dirinya sendiri. Suatu saat ada seorang pengembala meneukan Romulus dan remus dan mengajaknya untuk tinggal bersama. mereka berdua tmbuh dewasa dan akhirnya mereka mengetahui masa lalu mereka dan berencana untuk mengalahkan Raja Amulius.",1
TRA6,"jadi gambaran tersebut adalah kedua cucu raja yang bernama numitir dan numitor .Tetapi dengan keteledoran numitor iya pun bercocok tanam dengan salah satu dewa.Lahirlah seorang bayi bernama romulus remus.Dengan datangnya romulus remus ke dunia ini ,amulius pun takut akan kehilangan tahta nya akhirnya direbutlah dengan cara menenggelamkannya.Tetapi rencana tersebut gagal dikarenakan kembar tersebut terselamatkan oleh seekor serigala.Lalu dengan tanggung jawab seekor serigala tersebut akhirnya membesarkan mereka.Berjalannya waktu dan tumbuhlah besar mereka.Memutuskan untuk kembali ke kerajaan .Dengan kembalinya mereka tahta dikembalikan ke tangan numitor .tetapi setelah numitor meninggal terjadi pertengkaran yang dasyat antara numitor dan remus memperbutkan tahta raja dengan cara membunuh remus akhirnya jadilah romulus seorang raja.",1
TRA7,"Remus dan Romulus adalah saudara kembar yang mendirikan kotta Roma. Kedua kembar Remus dan Romulus ditolong dan dirawat oleh serigala betina. Saat mereka sudah besar, mereka menjadi pemimpin lalu mengumpulkan pasukan dan menyelamattkan saudaranya sekaligus membunuh sang raja. Remus dan Romulus menemukan lokasi Roma dan mereka menyukai wilayahnya. Karena adanya persaingan Romulus membunuh Remus lalu kotta Roma berhasil berdiri dan maju dalam peradaban",0
TRA8,"Pada saat itu, Numitor direbit takhta nya oleh Amulius. Numitor memiliki seorang anak perempuan bernama Rhea Silvia dan sesuai dengan aturan masa itu, seorang perempuan harus suci sampai umurnya 30 tahun. Namun, ketika itu Silvia datang ke kuil dan dihampiri oleh Dewa Mars yang mengakibatnya dirinya hamil dan melahirkan 2 anak kembar laki-laki. Karena Amulius takut bahwa tahkta nya akan diambil oleh anak itu, akhirnya dia membuang Silvia dan anak kembar itu ke sungai. Silvia hanyut di sungai sedangkan 2 anak kembar itu nyangkut di akar pohon. Tak lama seorang serigala betina melihatnya dan memvawanya ke gua persembunyiannya. Di sanalah 2 anak kembar itu dirawat. Suatu ketika, seorang gembala melihat serigala betina itu dan mengikutinya sampai ke gua. Dirinya kaget karena melihat ada 2 anak laki-laki di sana. Saat serigala itu pergi, gembala mengambil kedua anak itu dan membawanya ke istri. Dirinya sudah lama sekali menginginkan anak. Anak kembar itu diberi nama Remus dan Romulus. Suatu hari Remua mencuri ternak milik kerajaan dan dipanggil ke sana, sampai di sana nampaknya Numitor mengenali matanya karena mirip sekali dengan Silvia dan gembala dengan Romulus ternyata menghampiri Remus ke kerajaan, akhirnya di saat itu, gembala menceritakan asal usul Remus dan romulus. Singkat cerita mereka tinggal di kerajaan dengan di bawah limpinan Numitor. Numitor menyuruh Remus dan romulus untuk mrmbangun kota sendiri. Namun mereka berdua bingung lokasi yang tepat dimana, akhirnya mereka meminta pertunjuk pada dewa. Nyatanya dewa memberikan petunjukkan kepada kedua. Mereka bertengkar untuk menetukan lokasi di bukit Palantine atau Avantine. Terjadilah peperangan diantara kedua dan dimenangkan oleh Romulus. Di sana terbentuknya Roma yang berasal dari nama Romulus menjadi roma",1
TRA9,"Dulu itu ada 2 orang anak kembar. lalu mereka diasingkan ke sungai dan kedua anak tersebut diselamatkan oleh serigala betina, mereka dinamai Remus dan Romulus. suatu saat mereka ketemu dengan seorang kakek kandung mereka. Ternyata mereka berdua ini merupakan cucu kandung si kakek. sejak saat itu mreka berdua bersaing untuk memperebutkan tahta kerajaan. dan pada akhirnya Remus mati terbunuh oleh Romulus dan sekarang kota tersebut disebut dengan Kota Roma",0
TRA10,"Romulus rems adalah seekor serigala betina yang idpelihara hingga menjadi remaja, mereka mengetahui asal-usul kelahirannya sehingga mereka membunuh amulius. Remus membangun sebuah kota baru sembari menunggu waktu untuk menggantikan raja.Karena beda pendapat, Remus dan Romulus bertarung, dan tersingkirlah remus. Pada akhirnya, romulus pun menjadi rama, dan terbentuklah kota Roma.",0
