RES_ID,RESPONSE,LABEL
TRA1,"Jenderal Dwinght D. Eisenhower adalah panglima militer tertinggi pada masa perang dunia 2, ia bertanggung jawab dalam merencanakan invasi terbesar yaitu invasi Normandi",0
TRA2,"perang normandia ini melobatlan uni soviet, sekutu Jerman pernah mencengkeram Eropa Barat empat tahun, dan terjdi peristiwa overload, kondisi cuaca yang buruk mengagalkan rencana untuk pendaratan sehingga membuatnya semakin berbahaya.",0
TRA3,Untuk memberikan kekuatan sekutu pijakan di prancis,0
TRA4,"Operasi ini disebut dengan nama Operasi Overlord yang terjadi pada 6 Juni 1944 pada saat perang dunia ke 2, banyak tentara yang dikerahkan untuk mengalahkan dan menguasai daerah yang telah dikuasai tentara Hitler yaitu nazi, operasi ini dimulai dengan menyebrangi lautan",1
TRA5,Peranan Jenderal Dwight D Eisenhower terhadap operasi sekutu di Normandia adalah ia menjadi panglima tertinggi dalam operasi sekutu di Normandia. Ia menjadi komandan pasukan gabungan sekutu yang diberangkatkan ke Normandia untuk membongkar pertahanan Jerman di Perancis.,1
TRA6,Hubungan antara ke-3 gambar tersebut adalah saat itu terjadi Operasi Overlord dimana Operasi ini digelar untuk membebaskan wilayah Eropa barat yang diduduki Nazi Jerman dan merupakan peristiwa paling penting dalam Perang Dunia II. Hingga akhirnya sekutu berhasil menguasai Normandia yang menjadi pijakan untuk membebaskan Eropa dari penjajahan Nazi meskipun memakan korban banyak. Peranan Jenderal Dwight D Eisenhower terhadap operasi sekutu di Normandia adalah ia menjadi komandan pasukan gabungan Sekutu yang di berangkatkan ke Normandia untuk membongkar pertahanan Jerman di Perancis yang dikenal dengan nama Operasi Overlord. Operasi tersebut sukses membongkar pertahanan Jerman di pesisir Perancis sehingga melapangkan jalan pasukan Sekutu menuju Berlin sehingga membuat Sekutu mempunyai pijakan kuat di Eropa.,1
TRA7,"Hubungan gambar di atas adalah tentang operasi yang terjadi di Normandia dengan sebutan Operasi Overload. Operasi ini diluncurkan oleh sekutu untuk menginvansi Jerman yang menguasai Eropa Barat selama perang dunia II. Terdapat tokoh Adolf Hitler dan Jendral Dwight D Eisenhower. Jendral Dwight D Eisenhower berperan penting karena ia yang menentukan tanggal invansi tersebut, ketua komandan dan operasi tersebut. Sedangkan Adolf Hitler sendiri merupakan seorang politisi Jerman. Melalui operasi ini hasil kemenangan di raih oleh sekutu.",1
TRA8,"gambar tersebut merupakan gambar pendaratan operasi sekutu AS yang datang ke normandia karena serangan skala besar Nazi yang dipimpin oleh Hitler, operasi pendaratan ini di putuskan oleh jendral Dwight jadi Jendral Dwight berperan sebagai orang yang memutuskan pendaratan tersebut.",1
TRA9,"Mulanya pasukan sekutu memilih bulan mei sebagai bulan yang akan diputuskan untuk melakukan invasi. Tapi sayang nya invasi tersebut terus ditunda sampai juni yang membuat panglima tertinggi blok sekutu di eropa DWIGHT EISENHOWER memutuskan tanggal 5 juni sebagai tangal invasi yang tidak dapat diubah lagi. Namun, saat 5 juni sudah mulai dekar, cuaca semakin memburuk dan mengancam pendaratan yang akan berbahaya akhirnya DWIGHT dan bawahannya memutuskan untuk melakukan penundaan selama 24 jam. yang akhirnya oada besok hari para pasukkan berhasil mencapai daratan dan para divis berhasil mengamankan tujuannya",1
TRA10,"peran jenderal Eisenhower ialah ia pandai berdiplomasi dan juru damai yang baik,mampu melancarkan serangan mematikan dengan strategi yang sangat terukur dan sebagai jenderal yang sangat disiplin dan menjunjung tinggi integritas dan produktivitas kerja.",0
