RES_ID,RESPONSE,LABEL
TRA1,Perbedaan -Histriografi Kolonial adalah penulisan sejarah yang berkembang pada masa penjajahan -Historiografi nasional adalah penulisan sejarah dengan Indonesia sebagai subjek utamanya Historiografi modern adalah teknik untuk mendapatkan fakta-fakta sejarah Persamaan Historiografi membahas segala peristiwa sejarah yang terjadi pada zamannya,1
TRA2,"perbedaan - - historio grafi kolonial : historiografi ini mebahas masalah penjajahan Belanda terhadap bangsa Indonesia. historiografi ini bersifat belandasentris dan bersifat ilmiah subjektif yang dibahas aktivitas penjajahan Belanda di Indonesia dan cerita sejarah dengan tokoh tokoh besar. kisah ini tuh mengisahkan penguasaan Belanda atau Eropa di Hindia Belanda - kalau nasional ini bersifat indonesiasentris yang berisi, nasional ini terkenal ketika kemerdekaan Indonesia 1945. nasional ini mewujudkan rakyat indonesia mempunyai rasa nasionalisme yang. penulisan sejarah ini sengaja dibuat berdasarkan perspektif bangsa Indonesia. - modern : metode ini adalah dilakukan dengan cara mengumplkan fakta fakta dengan metode penelitian, ilmu ilmu sejarah, adanya sejarah lisan. karakteristik dari modern ini bersifat kritis, kritik tergadap nasional. dan munculnya rakyat kecil. persamaannya membahas kajian sejarah dimasa lampau, perkembangan setiap masanya, menjelaskan ilmu iu sejarah dalam cerita. semuanya bersifat lisan",1
TRA3,"Pada gambar pertama menjelaskan tentang sejarah nya jawa , sedangkan pada gambar kedua menjekaskan tentang seluruh sejarah nasional Indonesia dan yang ketiga menjelaskan tentang orang laut membajak orang laut.",1
TRA4,"Persamaan dari ketiga historiografi ini adalah menceritakan tentang sejarah Indonesia dengan karakteristik masing-masing, perbedaan dari ketiga historiografi ini adalah ada pada timeline nya masing masing, historiografi kolonial menceritakan tentang sejarah yang berdasarkan apa yang terjadi dan biasanya pada masa penjajahan Belanda di Hindia Belanda, historiografi nasional sejarah yang menceritakan tentang pasca kemerdekaan, historiografi modern biasanya menceritakan sebuah sejarah secara objektif dan kritis",1
TRA5,"Historiografi kolonial adalah penulisan sejarah Indonesia sepanjang era penjajahan Belanda. - Historiografi nasional adalah penulisan sejarah di mana penulisannya diarahkan pada kepentingan bangsa Indonesia, dan juga tokoh-tokoh pergerakan dan pahlawan pejuang kemerdekan. - Historiografi modern adalah pengembangan dari Historiografi kolonial, di mana penulisannya dengan metode kritis dan memenuhi kaidah ilmiah sesuai dengan prinsip penulisan sejarah.",1
TRA6,Persamaan : Ketiga historiografi tersebut sama-sama kuat dalam hal geneologi tetapi sangat lemah dari segi kronologi dan detail biografis Gaya berceritanya lebih mengikuti anekdot dan sejarah sebagai penggunaan alat mengajar agama Jika karya tersebut bersifat sekuler maka bisa terlihat adanya kesamaan dalam hal perhatian kepada konsep mengenai raja (kingship) serta tekanan pada kontinuitas dan loyalitas yang ortodoka Pertimbangan kosmologis dan astrologis cenderung mengenyampingkan keterangan sebab akibat dan ide kemajuan Perbedaan Historiografi tradisional Membahas dan menceritakan masa kerajaan-kerajaan kuno Historiografi kolonial Membahas lebih dalam mengenai masalah penjajahan belanda Historiografi modern Membahas mengenai penulisan sejarah indonesia yg lebih modern,1
TRA7,"Perbedaan dan persamaan antara historiografi kolonial, nasional, dan modern adalah sebagai berikut. Historiografi kolonial memiliki sudut pandang dari Eropa-sentris, sedangkan historiografi nasional dan modern memiliki sudut pandang Indenesia - sentris. Historiografi kolonial dan nasional menunjukkan unsur kebesaran dan kejaayan yang dimilikinya. Ciri-ciri historiografi kolonial : -. sudut pandangnya eropa-sentris -. deskriminatif -. legitimasi pemerintahan kolonial. ciri-ciri historiografi nasional: -. sudut pandangnya Indonesia-sentris -. pandangan hidup bangsa Indonesia. -. Memiliki nilai karakter dan pembangunan. Ciri-ciri historiografi modern : -. Sudut pandang Indonesia-sentris. -. memiliki kritis analisis dan mutidimensional. -. Lebih ke arah kemanusiaan.",1
TRA8,"perbedaan dan persamaan histografi berdasarkan buku-buku tsb - histografi kolonial adalah yang membahas tentang kolonialisme Belanda buku yang menjadi contoh adalah buku The History ofJava karena disitu penulisnnya adalah Raffles - histografi nasional adalah yang membahas tentang kenasionalan yang mampu membuat rasa nasionalisme dan bersifat indosentris contohnya adalah buku Sejarah Nasional Indonesia -histografi modern adalah yang membahas tentang hal-hal yang di dasari pada teori-teori, penelitian, dan informasi pada saat itu contohnya adalah buku Orang Laut Bajak Laut Raja Laut karena terdengar seperti buku-buku pengetahuan tentang kelautan persamaan dari histografi di atas adalah sama-sama merupakan buku tentang sejarah terjadinya sesuatu",1
TRA9,"Perbedaan : Historiografi kolonial adalah penulisan sejarah yang berkembang dimasa Kolonial Belanda Historiografi nasional adalah penulisan sejarah yang subjek utamanya bangsa Indonesia Historiografi modern ada karena untuk dapatkan fakta-fakta sejarah dan berkembang sesuai dengan zaman Persamaan : Historiografi sama-sama membahas sejarah yang terjadi pada zamannya masing-masing dan sesuai zamannya, membahas sejarah Indonesia, apa yang terjadi di Indonesia.",1
TRA10,"jika Historiografi Kolonial adalah penulisan sejarah yang berkembang pada masa Kolonial Belanda sejak abad ke-17 M hingga Pemerintahan Hindia Belanda pada abad ke-20 M.Tujuan penulisannya untuk memperkuat kedudukan mereka di Indonesia dan historiografi nasional Ialah penulisan sejarah dengan bangsa Indonesia sebagai subjek utama. Model historiografi ini mulai marak setelah bangsa ini merdeka pada agustus 1945 Penulisannya bersifat Indonesiasentris, dengan tujuan untuk kepentingan menanamkan rasa nasionalisme kepada seluruh rakyat Indonesia dan yang terakhir ialah Historiografi modern muncul akibat tuntutan ketepatan teknik untuk mendapatkan fakta-fakta sejarah.",1
