RES_ID,RESPONSE,LABEL
TRA1,"Homo Heidelbergensis Fosil Homo Heidelbergensis pertama kali ditemukan pada 1907 oleh seorang pekerja di Mauer. Homo Heidelbergensis diperkirakan berasal dari Pleistosen Tengah, atau tepatnya sekitar 600.000 hingga 400.000 tahun lalu. Berdasarkan lokasi penemuannya, Homo Heidelbergensis diperkirakan sebagai manusia purba yang hidup di kawasan beriklim dingin. Adapun untuk bertahan hidup, mereka mencari makan dengan cara berburu, terutama hewan-hewan besar. Keterampilan berburunya diperkirakan sangat luar biasa, yang ditunjang dengan peralatan yang efisien. Selain itu, Homo Heidelbergensis memiliki teknologi batu yang disebut mirip dengan Acheulean, yang digunakan oleh Homo Erectus. Homo Heidelbergensis juga telah memiliki kemampuan membuat tempat tinggal, karena mereka mulai belajar menetap. 2. Homo Neanderthal Ditemukan di Dusseldorf, Jerman. Tengkorak Neanderthal memiliki tempurung yang rendah hingga mampu menampung otak dengan volume yang lebih besar daripada otak kita sekarang. Homo Neanderthal hidup berkelompok. Interaksi sosial telah memberikan Homo Neanderthal rangsangan pada otak untuk kemudian mendorong kemampuan berbicara, meningkatkan alih pengetahuan antargenerasi, dan mewariskan keterampilan bertahan hidup. 3. Cro Magnon Cro Magnon memiliki tingkat kecerdasan yang lebih tinggi dari pendahulunya. Mereka hidup dari berburu, tetapi mungkin merupakan pemburu yang paling ahli di zamannya. Ia kuat, cerdas, dan memiliki peralatan berburu yang lebih lengkap, seperti katapel, pisau, hingga lembing. Mereka juga mempunyai cara untuk membuat jerat yang digunakan untuk menjerat binatang buruan kecil. Melalui penjelasan diatas dapat disimpulkan bahwa manusia purba memiliki perkembangan dari Homo Heidelbergensis ke Homo Neanderthal dan Cro Magnon, membuktikan bahwa manusia purba Cro Magnon yang paling maju diantara ketiga manusia purba tersebut. Dapat dilihat melalui pakaian, mereka sudah mulai mengenal cara menjahit walaupun masih tahap awal dan juga alat yang digunakan untuk berburu (seperti tombak) yang bisa dibilang lebih efisien dibandingkan alat berburu Homo Heidelbergensis dan Homo Neanderthal. Cro Magnon juga sudah mulai membuat perhiasan yang dapat dilihat pada gambar. Secara fisik Cro Magnon juga terlihat lebih unggul dibanding manusia purba yang lain. Mereka lebih tinggi, berbadan tegap, dahinya sudah tidak menonjol seperti Homo Heidelbergensis dan Homo Neanderthal yang dahinya menonjol. Cro Magnon sudah terlihat seperti manusia modern seperti kita dan seperti orang Eropa yang berbadan besar dan tinggi.",1
TRA2,"Manusia purba di gambar tersebut adalah manusia purba Eropa. Homo Heidelbergensis: ditemukan di Heidelberg, berburu & meramu. Punah karena kedinginan (zaman es) Homo Neanderthal: awal manusia modern di Eropa. Punah karena kedinginan jg (zaman es) Cro Magnon: dianggap sebagai nenek moyang bangsa Eropa. Manusia purba yang paling maju adalah Cro Magnon, bisa dilihat dari alat kebudayaannya. Homo Heidelbergensis masih menggunakan tulang, sementara Cro-Magnon sudah menggunakan tombak yg diasah & panjang. Baju Cro-Magnon juga lebih berbentuk dibanding 2 manusia purba lainnya. Cro-Magnon juga sudah mengenal kebudayaan perhiasaan (dari kalung di lehernya). Dilihat dari fisiknya juga, Fisik Cro-Magnon yang paling mendekati fisik manusia modern zaman sekarang.",1
TRA3,"- Manusia yang pertama adalah Homo Heidelbergensis yang ditemukan pada tahun 1907 oleh seorang ilmuwan Jerman bernama Otto Schoentensack - Manusia yang kedua adalah Neanderthal adalah jenis manusa yang hidup di eurasia sekitar 40.000 tahun yang lalu dan susunan bentuk tulangnya sudah lebih modern dari Homo Heidelbergins - Manusia yang ketiga adalah Cro magnon yaitu manusia yang sudah lebih modern dari 2 manusia sebelumnya, manusia ini hidupnya didalam goa, dan sudah bisa membuat kemah sederhana, dan peralatan untuk berburu hewannya pun sudah lebih ""proper"" Kesimpulan : Manusia yang paling maju adalah Cro-Magnon karena peralatan untuk berburu dan cara untuk bertahan hidpunya yang sudah mulai memasuki fase modern",1
TRA4,"Homo Heidelbergensis Manusia purba menurut saya Manusia purba yang paling tidak maju dari ketiga Manusia purba terlihat dari senjatanya,bentuk kepalanya,tidak beralas kaki - Neanderthal Manusia purba yang masih lebih maju dari Homo Heidelbergensis sudah menggunakan alas kaki senjata yang lebih maju - Cro-magnon Manusia purba yang paling maju terlihat paling maju terlihat dari senjata bentuk kepalanya dan sudah menggunakan celana serta baju",0
TRA5,"manusia paling maju yaitu pada gambar paling kanan ""Cro-Magnon"" karena sudah memiliki kebudayaan lebih modern dari manusia purba lainnya, manusia purba ini mampu menciptakakan alat-alat batu yang cukup indah,dan bentuk dari tubuh Cro Magnon ini sudah berbentuk manusia, mereka sudah mampu membuat perhiasan, dan baju yang sedang mereka kenakan di dalam foto tersebut.",1
TRA6,homo heidelbergensis -berkulit gelap -masi menggunakan tulang untuk berburu -belum terampil dalam berkreasi baju neanderthal -berkulit putih -menggunakan tombak untuk berburu -pendek cro magnon -berkulit putih -tinggi mancung -pakaian nya sudah terampil menurut saya dari ketiga manusia purba diatas yang paling maju adalah cro magnon dikarenakan memiliki ciri-ciri yang hampir sama dengan manusia pada umumnya,1
TRA7,Manusia purba yang paling kanan/ke 3. Karena pakaiannya yang sudah mulai rapih atau mulai modern. Rambut dan kepalanya juga sudah mulaii terlihat modern. Senjatanya juga sudah mulai modern,0
TRA9,"Pada manusia yaang pertama, dapat dilihat bahwa dialah yang paling tua jika dilihat dari apa yang digunakan dan bawa. Tulang yang digunakannya bisa menjadi kesimpulan bahwa dirinya tinggal pada masa belum mengenal kebudayaan dan pakaian yang terbuat dari kulit hewaan yang dikenakannya Manusia kedua sudah jauh lebih maju lagi. Dari bentuk kepalanya, alas kaki yabg digunakan dan alat yang dibawanya. Manusia ketigalah yang paling maju dari ketiganya. Ia sudah mengenal masa modern, dilihat dari tinggi badan, bentuk muka, alat yang dibawa dan pakaiannya. 2. Manusia ketigalah yang paling maju/modern. Dirinya terlihat sama seperti manusia modern Eropa zaman sekarang. Tinggi badannya yang jauh lebih tinggi dibanding manusia 2 lainnya, sama seperti Eropa. Terlebih lagi bentuk kepala dan mukanya yang sudah mirip seperti manusia sekarang (jidatnya tidak lagi selebar manusia pertama). Pakaian yang digunakannya juga walaupun terlihat sama dari kulit binatang, namun model yang dikenakannya sudah berbeda. Alat yang dibawanya juga berbeda dari keduanya karena ia membawa alat yang diujungnya sudah runcing bukan lagi tumpul (manusia kedua) yang artinya pada zamannya sudah mengenal yang namanya asahan atau mengasah. Dan terakhir, sama seperti manusia kedua, dirinya sudah mengenal yang namanya alas kaki",1
TRA10,"Homo heidelbergensis Neanderthal Cro - Magnon Yang paling maju diantara ketiganya adalah cro magnon Karena jika dilihat dari gambar tersebut mulai dari senjata cro magnon udah yang paling maju karena diujungnya udah bergerigi runcing, lalu dari model pakaian, rambut, dan aksesoris yang digunakannya",0
TRA11,"Manusia purba Homo Heidelbergensis Homo hergensis memiliki volume otak 1100-1400 cm kubik, memiliki tinggi berkisar 160-180cm, bermuka lebar, lapisan gigi menebal, tonjolan alis jelas, hidung besar, dada lebar dan kuat. Manusia purba neanderthal Berasal dari zaman Pleistossen, spesiesnya ditemukan di Eurasia, dari Eropa Barat hingga Asia Tengah dan utara, pertama kali ditemukan di Jerman. Tingginya sekitar 160c, berdiri tegak dan memiliki otot kuar, memiliki morfologi wajah yang berbeda dengan manusia moder, dahinya rendah, geraham kokoh dan tidak ada dagu, hidungnya pesek. 3. Manusia purba cro-magnon Manusia purba cro magnon adalah sekelompok manusia pemburu dan peramu yang memasuki Eropa dari Timur tengah dan menggantikan manusia Neanderthal. Memiliki tubuh kokoh kuar tingginya 160-170cm, dahi lurus dan sedikit alis, muka datar, rahang dan giginya menyusut, kapasitas otak 1.600cc. Manusia purba yang paling maju adalah manusia purba cro magnon, karena mereka sudah bisa menciptakan karya seni seperti lukisan-lukisan, dan mereka sudah bisa berkomunikasi dengan banyak kosakata. Badannya juga sudah mulai tegak dan berjalan lurus. Kebiasaan memburu dan meracik juga merupakan salah satu cirinya.",1
